sequence,unit_id,corpus,model,protocol,seed,outer_fold,n_outer_folds,n_fit,n_validation,n_outer_test,manifest_sha256,cache_sha256,outer_fold_sha256,inner_split_path,inner_split_sha256
1446,cremad__fno__loso__s1__f007,cremad,fno,loso,1,7,91,5486,1880,76,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,a2ca9686f6c97a915d515116945ff94f46ca3ea152f1346426caf54477d36a9f,splits/inner/cremad/loso/fold_007_seed_1.npz,c825d12e3e48e93f950e26379c928db312026efb17780ea96416f1e2a84eae5d
1447,cremad__fno__loso__s1__f008,cremad,fno,loso,1,8,91,5486,1880,76,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,8b228f1fef86c752615f41bf8940a583985de6138027cae830acf5f05e2d56a4,splits/inner/cremad/loso/fold_008_seed_1.npz,d8eba59ad4442cf63f28fef8f119d8881030f02959ea3cc6723eba388e5f4866
1448,cremad__fno__loso__s1__f009,cremad,fno,loso,1,9,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,979f23581f6b4ac6fab014da9bc0117e659d628cefffbbb57016023bf2a26b5e,splits/inner/cremad/loso/fold_009_seed_1.npz,3ecba19616a919675a0d3dbb88746d9332be2fafad0f5397836a8327c2987e2a
1449,cremad__fno__loso__s1__f010,cremad,fno,loso,1,10,91,5486,1874,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,88ee3b4449ebcb1425f5e708e2df6fde58472eb218dc237966ed7cd29491051c,splits/inner/cremad/loso/fold_010_seed_1.npz,5225d993468f7fa68824e33bb6d331b766b236953aa268b3922e8121e1df6f13
1450,cremad__fno__loso__s1__f011,cremad,fno,loso,1,11,91,5487,1873,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,e4d168d6243c1fd5eb8b840fdee76f8fd3f31c7d72cb1198070a7c766dda6598,splits/inner/cremad/loso/fold_011_seed_1.npz,189a95076d7186b1846a699aee17546bbccfd3e67d8758ce721bec6f8fbf2f38
1451,cremad__fno__loso__s1__f012,cremad,fno,loso,1,12,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,17c0c33dcf1cdf39055ff9445408793da327651fdcf3d7b5e29a7b3fec3067c9,splits/inner/cremad/loso/fold_012_seed_1.npz,fb6ff23729113cdd78cfcba1bc4dd1f6bfb447e024899a9c241a01e7154d2a19
1452,cremad__fno__loso__s1__f013,cremad,fno,loso,1,13,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,433ee2bbd1e7e7a8a9b1b04c5f97f72d58cf45c0e9e98e8655db8d1e8d39eb9e,splits/inner/cremad/loso/fold_013_seed_1.npz,7e63c3d8352af3413d09fdf9a303d3d005328e610440f93212fb5a4b293fd20c
1453,cremad__fno__loso__s1__f014,cremad,fno,loso,1,14,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,b4f14d9f323027a8d173d0c60c58855999aeac8ef364d726c18be229e1e00f37,splits/inner/cremad/loso/fold_014_seed_1.npz,df22a77414187fe0ae42af408bba456c457f209dcf0b39e769decdc1b29a7252
1454,cremad__fno__loso__s1__f015,cremad,fno,loso,1,15,91,5486,1874,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,40205966f520c2247d83cdc7e6be9e94482b05366011a5d1eb7573806567e820,splits/inner/cremad/loso/fold_015_seed_1.npz,71396885729d363228f6d717de65802229a1fd1f175068b1958a7f76660a93ca
1455,cremad__fno__loso__s1__f016,cremad,fno,loso,1,16,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,88013497016a429eaa290ecc9840f121d2bb34ee9bcfed67ce6924641bde2cec,splits/inner/cremad/loso/fold_016_seed_1.npz,f752300344fc242cb2361983bb40f95fa4b5d3b5b961e81831d4f7022d919f06
1456,cremad__fno__loso__s1__f017,cremad,fno,loso,1,17,91,5486,1874,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,a0ea00e6861a1d1827d772531490e45ad7136f74def66faa7b71bcf05d32f382,splits/inner/cremad/loso/fold_017_seed_1.npz,944fbc6f2953addf6f1488cf6969a0d1b3efce4e732312e2e3eb52095c9b29d6
1457,cremad__fno__loso__s1__f018,cremad,fno,loso,1,18,91,5487,1879,76,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,b63e20ee69704d8fa281feb57b8d683f42dd22fbfd9b12d1e2122899686d0bf6,splits/inner/cremad/loso/fold_018_seed_1.npz,0f26a5366996382fa0ea78de06f29db76f1419488c8a93e0374a8abfd5a0e8cf
1458,cremad__fno__loso__s1__f019,cremad,fno,loso,1,19,91,5486,1874,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,b7feb377974f16ca61d5bb95356c60cab412a458a71f9c28568ae289c21a3d49,splits/inner/cremad/loso/fold_019_seed_1.npz,b5204acaf4cc94923300961243b70333d59c9f27beea19df341f7d426fb18087
1459,cremad__fno__loso__s1__f020,cremad,fno,loso,1,20,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,9212a787130173ff2bacba858281e4c6757dd1968a9787b17f64c972a6d2bf5c,splits/inner/cremad/loso/fold_020_seed_1.npz,3758cafbf11f29e4994ef3281a323e53c9d74cec628ff83145b342a6136faf86
1460,cremad__fno__loso__s1__f021,cremad,fno,loso,1,21,91,5482,1878,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,5c536325c3912d8c681de40382884cf5dafd6c56d5e9452befca0ad180b9cea5,splits/inner/cremad/loso/fold_021_seed_1.npz,c446aac49dabf5933e4672de3d0d6fb036061093616aa52568091a2e4a0f31c4
1461,cremad__fno__loso__s1__f022,cremad,fno,loso,1,22,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,874171c6223d6c3b0ef7482af009215793feb46f1b8b9907ee0d92bb284ba462,splits/inner/cremad/loso/fold_022_seed_1.npz,7de1a91829b5e0577b45d9ea04a9a5185621208f2f9281970cae0ebb9b317915
1462,cremad__fno__loso__s1__f023,cremad,fno,loso,1,23,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,28a004a6fd5785962a09c8c978265460328ee7572c4c7cc844194365b6faa6fe,splits/inner/cremad/loso/fold_023_seed_1.npz,34a84cf6f6cf75a2467d1f0c9b060413f8ac0fe3412d66a2c044e689d420d1b6
1463,cremad__fno__loso__s1__f024,cremad,fno,loso,1,24,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,9c61ed99413cb1039e7ae5b7d1a0d372c2b9215d5f8c44baab95b7104c84c2e6,splits/inner/cremad/loso/fold_024_seed_1.npz,7b604798725bb60c5a19b0abe71f792f1341285664bfe70b1d77dd1e6ba41c5a
1464,cremad__fno__loso__s1__f025,cremad,fno,loso,1,25,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,d289267672698e856881159948befd525af0d00e4a0fc0bb65703b49a207dd59,splits/inner/cremad/loso/fold_025_seed_1.npz,5d4569c1ca704138004fc2327ba0a2fac4b635cacdfe69a875e9ba659640e326
1465,cremad__fno__loso__s1__f026,cremad,fno,loso,1,26,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,542f8992f0d37cafff9d5473145200ed237fd3c3c7062529543d5e7760d8f28b,splits/inner/cremad/loso/fold_026_seed_1.npz,101aa970678f693751547d43c3a3ad01d85b8e6384ef195b3bc6bc7fbc86570f
1466,cremad__fno__loso__s1__f027,cremad,fno,loso,1,27,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,da2fb240ebe385b6bf311f1b8a6f89dc1394ed4d55021040694532bf5541405b,splits/inner/cremad/loso/fold_027_seed_1.npz,9f7b1ff3b829a88ee96a2f259e6340eff16bfdbb3559813d6b9541fb947eede7
1467,cremad__fno__loso__s1__f028,cremad,fno,loso,1,28,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,e2488c11fc721af35f13dbe41f681b0540f344115f72c2ed15e83b1f9c76e67b,splits/inner/cremad/loso/fold_028_seed_1.npz,773678b5ee280cc767b495bf6a1bb7bd9a9ce3fbf97de4ac713b6b240f4f4f47
1468,cremad__fno__loso__s1__f029,cremad,fno,loso,1,29,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,23d09869c029d8601836dea6240220418d15b34c6947f8c295d9bf803f12728e,splits/inner/cremad/loso/fold_029_seed_1.npz,c33563ac44df171258e6b6e9b881b87bb6c7dcb808c84a8166938680688e2c64
1469,cremad__fno__loso__s1__f030,cremad,fno,loso,1,30,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,488ed223d2160ab93b678b91fd7af2eaf12b4b27d31ccaa8ba9cc402d5c0b01f,splits/inner/cremad/loso/fold_030_seed_1.npz,d6b3e68f5ecbf06d1ac96bd50f7ac09ec87af9543239993a3ca26ccc47b6d357
1470,cremad__fno__loso__s1__f031,cremad,fno,loso,1,31,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,d5a2699511416923ba652f70d9831abe76ffd01a0dea6060cecb8ebcf335e602,splits/inner/cremad/loso/fold_031_seed_1.npz,e69b7449703ce097cdf53cbe75ba71550c20afb9d1b70311ba438a0920345e72
1471,cremad__fno__loso__s1__f032,cremad,fno,loso,1,32,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,b71d5bc52db6b937f00496b7496505e155600cb8c98a70b902914666c284afdb,splits/inner/cremad/loso/fold_032_seed_1.npz,c3671879a825373d3b471cc9f9bde51a61dc911dc345b9183372147d459ef6e0
1472,cremad__fno__loso__s1__f033,cremad,fno,loso,1,33,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,f3dda75d832c5ab508915f73303bff51c6e5469614c17cfd4a9f9fa78e634d0e,splits/inner/cremad/loso/fold_033_seed_1.npz,ab5a1255f24348c6df0e5f2730e24daf79750b7b17f8d5770a0df34afb2218eb
1473,cremad__fno__loso__s1__f034,cremad,fno,loso,1,34,91,5476,1884,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,0c262c9ec85d59fab5bbf859497ba963cf9037794e5279ed38c93d770cfd471a,splits/inner/cremad/loso/fold_034_seed_1.npz,e52da994a9b9918e6c6a47267d244296276ae3c50cc1e9fd3ddfb78631ebfd8d
1474,cremad__fno__loso__s1__f035,cremad,fno,loso,1,35,91,5486,1874,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,106df74779067135aa34d5c31b05a2158fdfd0662c43ab181e1aa05b8a1b1052,splits/inner/cremad/loso/fold_035_seed_1.npz,c544b85c6a0fa267d6916597055e9b803263b83d2882236c01a1d0f23860fb28
1475,cremad__fno__loso__s1__f036,cremad,fno,loso,1,36,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,d267c697e4c63507c3931627627781e4a69726b72852a3f4a897807e65c5db73,splits/inner/cremad/loso/fold_036_seed_1.npz,2fdc47fffc6b1083968bc782a9dcde942aa368f2fe024e5913a6804ead9dc83f
1476,cremad__fno__loso__s1__f037,cremad,fno,loso,1,37,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,86098f3337120eddf6a0209989fa54f8153e1021a0395d2bc85de49eba643d75,splits/inner/cremad/loso/fold_037_seed_1.npz,d6f23b1d97f7abf0c2bae7a42824a056d19722d912fe8012b65b0df90180a7db
1477,cremad__fno__loso__s1__f038,cremad,fno,loso,1,38,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,e2e66da0cef863ad486ae9fdd94e59c6b59a793b3e0107e3c33e5353dd48de81,splits/inner/cremad/loso/fold_038_seed_1.npz,773c30986c40146983b3dba641efd521b76eba89a66e5aee431f1c59c72f3491
1478,cremad__fno__loso__s1__f039,cremad,fno,loso,1,39,91,5482,1878,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,34c8e27f93baaba7615a47a0dadc83344f54c56f701cc2efcb4241fceb36e90d,splits/inner/cremad/loso/fold_039_seed_1.npz,ade3575af3e7bfb518e0afb57966fb443122300323096ce0bd34bce00c173f74
1479,cremad__fno__loso__s1__f040,cremad,fno,loso,1,40,91,5486,1874,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,c783d27d5c192dfaab0f15f57932f36b6d1244fb935a6dce2464d3b932a77ad2,splits/inner/cremad/loso/fold_040_seed_1.npz,8f47fa07a502d7062c13b620819322dfe0f228fb8e22abc650e4caaed2f84c99
1480,cremad__fno__loso__s1__f041,cremad,fno,loso,1,41,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,4d4c036c56a3e1a67fa07aa6280731a578490a48813e551a7d5c59b37d2982b2,splits/inner/cremad/loso/fold_041_seed_1.npz,0ec2546223407b59acba0bccc82630b5dd1297587a8487987ed4264d974450ed
1481,cremad__fno__loso__s1__f042,cremad,fno,loso,1,42,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,c91ac825d03b938acf2df28fddb4ed4adc455d1bc9cc36a5e72a254bf682005a,splits/inner/cremad/loso/fold_042_seed_1.npz,73bcd56c675db358075243df0fef50ef95ff371603f1399f3a2a7947487dc768
1482,cremad__fno__loso__s1__f043,cremad,fno,loso,1,43,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,eeb05f6ddf09df3d5d0d0083736be8e4286638cddf648aecf4d6ade73bf18004,splits/inner/cremad/loso/fold_043_seed_1.npz,598ab44afdee879f24ca0f67e18f52d5af6f0f8abf31fe8d8cdf12b25870c77d
1483,cremad__fno__loso__s1__f044,cremad,fno,loso,1,44,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,cbaea5337e69c9fdf5496b47566db3f558bbecacbb47a29caf567ae195343a3a,splits/inner/cremad/loso/fold_044_seed_1.npz,0de57487e5f4e598417ef35136ef26efe1817b33c081f9fe5189e2488c0bd2e4
1484,cremad__fno__loso__s1__f045,cremad,fno,loso,1,45,91,5486,1874,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,f0090154fa552a34830fedb9c4cb18ada171d832848b7b3547d1fb2e68e217e1,splits/inner/cremad/loso/fold_045_seed_1.npz,1bc0dad40062fea5c5823b7b2db75e8c86430e8b1fca22cf8ef82def03fce31f
1485,cremad__fno__loso__s1__f046,cremad,fno,loso,1,46,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,bf3fd8b2f9a987cadd6cab2a18f2a6f1379cc14adbd25feb5a87839f26792334,splits/inner/cremad/loso/fold_046_seed_1.npz,0120d6cd1331fb54f8240e7ae33f5327edbcf37a9f7d3b61ed9e9a7bc40701ea
1486,cremad__fno__loso__s1__f047,cremad,fno,loso,1,47,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,4ee9e3e30b0c4162636262ecc4603e6f6daa11d9985a187efdbe5cebc0ffed34,splits/inner/cremad/loso/fold_047_seed_1.npz,26bfe8cf789b71214c51823f29d104435235391888462081ffdd1fcb53785cb4
1487,cremad__fno__loso__s1__f048,cremad,fno,loso,1,48,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,a4e8bf69457db5c195b56a7037249677485431fef8355c45f7df3f841d29997f,splits/inner/cremad/loso/fold_048_seed_1.npz,45f245691bc0d5c5d9590974143594190281ed68ad00b1a97d8917b113cdc65d
1488,cremad__fno__loso__s1__f049,cremad,fno,loso,1,49,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,a71ed54e9d2da08f3b7343fc6ff53b79823f0f8af70c357158bb84438375b571,splits/inner/cremad/loso/fold_049_seed_1.npz,4a930d8e1f993d1a3191de799fc36dcc77cc958c87348a4e3fa053bbb8f630f4
1489,cremad__fno__loso__s1__f050,cremad,fno,loso,1,50,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,753ec0d4c63727ee441d8c30619f38673110dc40ea9dda8e0a8620de301064c0,splits/inner/cremad/loso/fold_050_seed_1.npz,008eb8fae5c5048dbae5d0880e90f441c62aef514dbf2cd2c924adde28ab7eff
1490,cremad__fno__loso__s1__f051,cremad,fno,loso,1,51,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,fd5cdff14151b987a37844274c3e9a888d3614de61828b0545723e5fdfb1bfa4,splits/inner/cremad/loso/fold_051_seed_1.npz,444cdb294afa5fc1b3d5725b46190d2e63f8b38e39361e7e324286cf5fa899d2
1491,cremad__fno__loso__s1__f052,cremad,fno,loso,1,52,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,a446b8c109f6a669619ac0f4d0ed3331c80ac69f0b8e9cf24d34660fdaa2539c,splits/inner/cremad/loso/fold_052_seed_1.npz,442a2b205614b3febabe6b77a244308134db513c66615aa3c70b21145bf82f25
1492,cremad__fno__loso__s1__f053,cremad,fno,loso,1,53,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,d28464fc40b3eb9662a3c5d249527403f964450fa728ec28206a8776a2521b50,splits/inner/cremad/loso/fold_053_seed_1.npz,0298787ad96c6315847292b69d442959b2c0b810a117748a8efedb6d3f2c8c3f
1493,cremad__fno__loso__s1__f054,cremad,fno,loso,1,54,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,68c6cbe40414321eaaecc4123cd52869920038e5ca90c370ed052656a53101d2,splits/inner/cremad/loso/fold_054_seed_1.npz,71fb95688b6a07ce0eaf324f24cef501a580e363d8cc66005b018ff81f91f39f
1494,cremad__fno__loso__s1__f055,cremad,fno,loso,1,55,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,019d2aa4643e7f05308689d0249c347bc1fdd7696f24c8ff9af59da6816e2648,splits/inner/cremad/loso/fold_055_seed_1.npz,4d2a2bbc01c4ae3884dc4f57c378207d18e4a3d9b49f5ca1b78a915866834c43
1495,cremad__fno__loso__s1__f056,cremad,fno,loso,1,56,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,aadaa8eddd37b02ed8701f875f98dc2a0e4773991dfab4fa8608324725f52e59,splits/inner/cremad/loso/fold_056_seed_1.npz,1d279cf08a3cca4841e3f9f272be8785158903e4a956b76056a83e8e2e5e8648
1496,cremad__fno__loso__s1__f057,cremad,fno,loso,1,57,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,12f4701d92cc850b7f117249e3a840e0c890f148733e9d57c311828a8443abbc,splits/inner/cremad/loso/fold_057_seed_1.npz,90d6fa5f2abf6b6b7ba1b6da84fb5824e616dc4cd9defaa7a717ea14c758a621
1497,cremad__fno__loso__s1__f058,cremad,fno,loso,1,58,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,e0c126ca5680dad2e86dbe8f1b040dc2c30461ddb54802a273648fc17b8c76b4,splits/inner/cremad/loso/fold_058_seed_1.npz,f5a69177bee6317ea8af36aae71fd0d7b4bbe82dbc38b5b2c9025e13d5568926
1498,cremad__fno__loso__s1__f059,cremad,fno,loso,1,59,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,61c0604646bf210641c9249de745ecad0eabdcf2a5775d001f2a98724d944af9,splits/inner/cremad/loso/fold_059_seed_1.npz,022dec2064f652561b84dc3dd62c3d3bded09b9404eec796cb77fe31fb002d1a
1499,cremad__fno__loso__s1__f060,cremad,fno,loso,1,60,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,f5fbf4dcca14d8906b626ebf3b0985e3cc853eed65d003165fefaa76cd152d2f,splits/inner/cremad/loso/fold_060_seed_1.npz,bc2362d9928de40ec66630ee2d386a4de006f337279abda16ea6e55e20f64b55
1500,cremad__fno__loso__s1__f061,cremad,fno,loso,1,61,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,d20138c076a4d9d8240d462748cb787c76ae6f006ac5fe24cb9d78337e08367f,splits/inner/cremad/loso/fold_061_seed_1.npz,c03998b978e7c1a41261d5ca699ccffd4e97bd03c0bbf1af38011ac58c931227
1501,cremad__fno__loso__s1__f062,cremad,fno,loso,1,62,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,43a144633bb35dc65d0acd72e0372a1856327ecf1f61816136d5fd765c49d38f,splits/inner/cremad/loso/fold_062_seed_1.npz,255931082e3a3271687d7aa0b9885fc2f774667c84befbb6c1aceaa31a60e417
1502,cremad__fno__loso__s1__f063,cremad,fno,loso,1,63,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,04fd790d0c59be6271973cc2bfb6341248cee916315f68e30a1bef4a613d776b,splits/inner/cremad/loso/fold_063_seed_1.npz,ded4631e613be14f29248ee9a2440f442ee7f4f18ceab745357532737689ca8d
1503,cremad__fno__loso__s1__f064,cremad,fno,loso,1,64,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,090310d451032f0eb0ec292c5b985f831b0ada639d3cacba258589bf32c23921,splits/inner/cremad/loso/fold_064_seed_1.npz,9faeb248cdf4bc8169e16f1355bf42ebdce7e452682ad60d9b50a3de3a9e7c82
